so_number,line,item_id,description,ordered_qty,uom,unit_price,extended_price,unit_cost_at_order,price_source,requested_date,promised_date,shipped_qty,line_status,ship_to_id
SO-26262,4,A-20076,Gearbox Sub-Assembly 1.375,1,EA,1334.18,1334.18,721.1800000000001,Price List A,2025-12-10,2025-12-11,1,Shipped,NIC-CUST0022-S1
SO-26263,1,A-20022,Machined Housing 1.500,1,EA,225.34,225.34,155.41,Price List A,2025-05-26,2025-05-26,1,Shipped,NIC-CUST0022-S1
SO-26264,1,A-20038,Gearbox Sub-Assembly #80,2,EA,2415.34,4830.68,1997.97,NIC-CPA001,2026-01-10,2026-01-13,2,Shipped,NIC-CUST0039-S1
SO-26264,2,A-20013,Shaft Coupling 5/8-11,2,EA,204.98,409.96,162.20000000000002,Manual override,2025-12-27,2025-12-27,0,Open,NIC-CUST0039-S1
SO-26265,1,A-20022,Machined Housing 1.500,1,EA,202.81,202.81,155.41,Price List C,2026-04-10,2026-04-10,0,Open,NIC-CUST0018-S1
SO-26265,2,A-20013,Shaft Coupling 5/8-11,2,EA,207.29,414.58,162.20000000000002,Price List C,2026-04-07,2026-04-14,0,Backordered,NIC-CUST0018-S1
SO-26266,1,A-20031,Shaft Coupling M10,2,EA,235.78,471.56,128.84,Price List A,2025-11-24,2025-11-24,2,Shipped,NIC-CUST0012-S1
SO-26266,2,A-20033,Shaft Coupling 2.000,1,EA,535.65,535.65,328.62,Price List A,2025-11-24,2025-11-27,1,Shipped,NIC-CUST0012-S1
SO-26266,3,A-20036,Gearbox Sub-Assembly M10,1,EA,4123.91,4123.91,2945.65,Price List A,2025-11-26,2025-11-27,1,Shipped,NIC-CUST0012-S1
SO-26267,1,A-20058,Shaft Coupling size 6,5,EA,353.03,1765.15,254.75,Price List D,2025-12-09,2025-12-09,5,Shipped,NIC-CUST0040-S1
SO-26267,2,A-20065,Machined Housing M6,3,EA,929.19,2787.57,798.0,Price List D,2025-11-29,2025-11-30,3,Shipped,NIC-CUST0040-S1
SO-26267,3,A-20053,Machined Housing #50,1,EA,671.16,671.16,695.65,NIC-CPA020,2025-12-18,2025-12-21,1,Shipped,NIC-CUST0040-S1
SO-26267,4,A-20030,Shaft Coupling M8,1,EA,196.67,196.67,176.98,Manual override,2025-11-28,2025-11-28,1,Shipped,NIC-CUST0040-S1
SO-26267,5,A-20090,Machined Housing 1.250,2,EA,1104.48,2208.96,821.3000000000001,Price List D,2025-12-13,2025-12-16,2,Shipped,NIC-CUST0040-S1
SO-26268,1,A-20110,Gearbox Sub-Assembly 2.000,1,EA,4450.9,4450.9,2979.18,Price List C,2026-01-29,2026-02-05,1,Shipped,NIC-CUST0030-S1
SO-26268,2,A-20013,Shaft Coupling 5/8-11,1,EA,207.29,207.29,162.20000000000002,Price List C,2026-01-08,2026-01-08,1,Shipped,NIC-CUST0030-S1
SO-26268,3,A-20107,Gearbox Sub-Assembly M12,3,EA,3339.95,10019.85,2631.9500000000003,Price List C,2026-01-24,2026-01-27,3,Shipped,NIC-CUST0030-S1
SO-26269,1,A-20058,Shaft Coupling size 6,1,EA,409.0,409.0,254.75,Price List B,2025-10-03,2025-10-06,1,Shipped,NIC-CUST0038-S1
SO-26269,2,A-20031,Shaft Coupling M10,1,EA,223.99,223.99,128.84,Price List B,2025-09-18,2025-09-18,0,Open,NIC-CUST0038-S1
SO-26270,1,A-20022,Machined Housing 1.500,1,EA,202.81,202.81,155.41,Price List C,2026-04-23,2026-04-23,0,Open,NIC-CUST0024-S1
SO-26271,1,A-20033,Shaft Coupling 2.000,1,EA,482.08,482.08,328.62,Price List C,2025-04-30,2025-04-30,1,Shipped,NIC-CUST0030-S1
SO-26271,2,A-20043,Gearbox Sub-Assembly 1.000,1,EA,1810.92,1810.92,1336.88,Manual override,2025-04-30,2025-05-01,1,Shipped,NIC-CUST0030-S1
SO-26271,3,A-20002,Gearbox Sub-Assembly 3/8-16,1,EA,2311.59,2311.59,1931.15,Price List C,2025-04-17,2025-04-17,1,Shipped,NIC-CUST0030-S1
SO-26271,4,A-20002,Gearbox Sub-Assembly 3/8-16,1,EA,2311.59,2311.59,1931.15,Price List C,2025-04-17,2025-04-24,1,Shipped,NIC-CUST0030-S1
SO-26272,1,A-20020,Shaft Coupling 5/8-11,3,EA,530.02,1590.06,316.62,Price List C,2025-11-26,2025-11-26,3,Shipped,NIC-CUST0001-S1
SO-26272,2,A-20101,Gearbox Sub-Assembly 5/8-11,1,EA,3237.68,3237.68,2382.4,Price List C,2025-12-12,2025-12-12,1,Shipped,NIC-CUST0001-S1
SO-26272,3,A-20092,Gearbox Sub-Assembly 2.000,1,EA,2327.67,2327.67,1915.78,Price List C,2025-12-20,2025-12-20,1,Shipped,NIC-CUST0001-S1
SO-26272,4,A-20077,Machined Housing 1.250,5,EA,1166.64,5833.2,869.98,Price List C,2025-12-01,2025-12-01,0,Backordered,NIC-CUST0001-S1
SO-26272,5,A-20022,Machined Housing 1.500,3,EA,202.81,608.43,155.41,Price List C,2025-12-15,2025-12-16,3,Shipped,NIC-CUST0001-S1
SO-26273,1,A-20034,Shaft Coupling M10,2,EA,148.07,296.14,111.33,Price List B,2026-01-06,2026-01-07,2,Shipped,NIC-CUST0026-S1
SO-26273,2,A-20053,Machined Housing #50,2,EA,885.56,1771.12,695.65,Price List B,2025-12-27,2026-01-03,2,Shipped,NIC-CUST0026-S1
SO-26273,3,A-20043,Gearbox Sub-Assembly 1.000,5,EA,2197.16,10985.8,1336.88,Price List B,2025-12-20,2025-12-21,5,Shipped,NIC-CUST0026-S1
SO-26273,4,A-20022,Machined Housing 1.500,1,EA,214.07,214.07,155.41,Price List B,2026-01-08,2026-01-08,1,Shipped,NIC-CUST0026-S1
SO-26274,1,A-20031,Shaft Coupling M10,1,EA,188.62,188.62,128.84,NIC-CPA019,2025-10-13,2025-10-13,1,Shipped,NIC-CUST0040-S1
SO-26274,2,A-20031,Shaft Coupling M10,1,EA,188.62,188.62,128.84,NIC-CPA019,2025-11-03,2025-11-06,1,Shipped,NIC-CUST0040-S1
SO-26274,3,A-20034,Shaft Coupling M10,1,EA,127.81,127.81,111.33,Price List D,2025-10-12,2025-10-13,1,Shipped,NIC-CUST0040-S1
SO-26274,4,A-20077,Machined Housing 1.250,5,EA,1062.94,5314.7,869.98,Price List D,2025-10-11,2025-10-11,0,Open,NIC-CUST0040-S1
SO-26275,1,A-20078,Machined Housing 3/8-16,3,EA,1148.04,3444.12,704.75,Price List C,2026-01-24,2026-01-25,3,Shipped,NIC-CUST0007-S1
SO-26275,2,A-20107,Gearbox Sub-Assembly M12,2,EA,3339.95,6679.9,2631.9500000000003,Price List C,2026-01-24,2026-01-27,2,Shipped,NIC-CUST0007-S1
SO-26275,3,A-20076,Gearbox Sub-Assembly 1.375,2,EA,1200.76,2401.52,721.1800000000001,Price List C,2026-01-11,2026-01-18,2,Shipped,NIC-CUST0007-S1
SO-26276,1,A-20058,Shaft Coupling size 6,1,EA,409.0,409.0,254.75,Price List B,2025-07-26,2025-07-29,1,Shipped,NIC-CUST0026-S1
SO-26276,2,A-20101,Gearbox Sub-Assembly 5/8-11,5,EA,3417.55,17087.75,2382.4,Price List B,2025-08-06,2025-08-13,5,Shipped,NIC-CUST0026-S1
SO-26276,3,A-20058,Shaft Coupling size 6,1,EA,409.0,409.0,254.75,Price List B,2025-08-02,2025-08-02,1,Shipped,NIC-CUST0026-S1
SO-26276,4,A-20034,Shaft Coupling M10,3,EA,148.07,444.21,111.33,Price List B,2025-08-03,2025-08-03,0,Open,NIC-CUST0026-S1
SO-26276,5,A-20101,Gearbox Sub-Assembly 5/8-11,3,EA,3417.55,10252.65,2382.4,Price List B,2025-08-14,2025-08-15,3,Shipped,NIC-CUST0026-S1
SO-26277,1,A-20039,Shaft Coupling 1.000,1,EA,686.19,686.19,415.87,Price List A,2025-05-20,2025-05-21,1,Shipped,NIC-CUST0006-S1
SO-26277,2,A-20070,Gearbox Sub-Assembly 1.000,1,EA,3217.56,3217.56,1739.22,Price List A,2025-05-18,2025-05-18,1,Shipped,NIC-CUST0006-S1
SO-26277,3,A-20090,Machined Housing 1.250,1,EA,1346.93,1346.93,821.3000000000001,Price List A,2025-05-26,2025-05-26,1,Shipped,NIC-CUST0006-S1
SO-26277,4,A-20078,Machined Housing 3/8-16,1,EA,1275.6,1275.6,704.75,Price List A,2025-06-01,2025-06-01,1,Shipped,NIC-CUST0006-S1
SO-26278,1,A-20065,Machined Housing M6,5,EA,1019.84,5099.2,798.0,Price List C,2025-11-14,2025-11-14,5,Shipped,NIC-CUST0025-S1
SO-26278,2,A-20114,Shaft Coupling 3/8-16,5,EA,398.6,1993.0,244.69,Price List C,2025-11-12,2025-11-19,5,Shipped,NIC-CUST0025-S1
SO-26278,3,A-20093,Gearbox Sub-Assembly M12,2,EA,3195.28,6390.56,2017.22,Price List C,2025-10-30,2025-10-30,2,Shipped,NIC-CUST0025-S1
SO-26278,4,A-20078,Machined Housing 3/8-16,1,EA,1148.04,1148.04,704.75,Price List C,2025-11-08,2025-11-08,1,Shipped,NIC-CUST0025-S1
SO-26278,5,A-20097,Machined Housing #80,3,EA,375.4,1126.2,246.81,Price List C,2025-11-23,2025-11-30,3,Shipped,NIC-CUST0025-S1
SO-26279,1,A-20043,Gearbox Sub-Assembly 1.000,1,EA,2081.52,2081.52,1336.88,Price List C,2026-03-09,2026-03-16,0,Open,NIC-CUST0007-S1
SO-26279,2,A-20063,Gearbox Sub-Assembly 5/8-11,1,EA,1737.9,1737.9,1372.91,Manual override,2026-03-10,2026-03-10,1,Shipped,NIC-CUST0007-S1
SO-26279,3,A-20092,Gearbox Sub-Assembly 2.000,2,EA,2327.67,4655.34,1915.78,Price List C,2026-03-02,2026-03-03,2,Shipped,NIC-CUST0007-S1
SO-26280,1,A-20040,Machined Housing #60,5,EA,314.29,1571.45,210.93,Price List A,2025-11-04,2025-11-07,5,Shipped,NIC-CUST0023-S1
SO-26281,1,A-20065,Machined Housing M6,3,EA,1019.84,3059.52,798.0,Price List C,2025-11-25,2025-12-02,3,Shipped,NIC-CUST0025-S1
SO-26281,2,A-20073,Machined Housing 1.500,5,EA,737.34,3686.7,496.53000000000003,Price List C,2025-12-03,2025-12-06,5,Shipped,NIC-CUST0025-S1
SO-26281,3,A-20073,Machined Housing 1.500,5,EA,737.34,3686.7,496.53000000000003,Price List C,2025-12-06,2025-12-06,5,Shipped,NIC-CUST0025-S1
SO-26281,4,A-20043,Gearbox Sub-Assembly 1.000,1,EA,2081.52,2081.52,1336.88,Price List C,2025-11-18,2025-11-21,1,Shipped,NIC-CUST0025-S1
SO-26282,1,A-20077,Machined Housing 1.250,2,EA,1083.68,2167.36,869.98,Manual override,2025-08-28,2025-08-29,2,Shipped,NIC-CUST0005-S1
SO-26282,2,A-20020,Shaft Coupling 5/8-11,2,EA,559.46,1118.92,316.62,Price List B,2025-09-07,2025-09-10,2,Shipped,NIC-CUST0005-S1
SO-26283,1,A-20114,Shaft Coupling 3/8-16,5,EA,363.17,1815.85,244.69,Price List D,2026-01-17,2026-01-17,5,Shipped,NIC-CUST0008-S1
SO-26283,2,A-20065,Machined Housing M6,3,EA,929.19,2787.57,798.0,Price List D,2026-01-26,2026-01-26,3,Shipped,NIC-CUST0008-S1
SO-26283,3,A-20003,Gearbox Sub-Assembly 2.000,1,EA,2753.07,2753.07,2450.66,Price List D,2026-01-29,2026-01-29,1,Shipped,NIC-CUST0008-S1
SO-26284,1,A-20078,Machined Housing 3/8-16,3,EA,1275.6,3826.8,704.75,Price List A,2025-11-26,2025-11-26,3,Shipped,NIC-CUST0023-S1
SO-26284,2,A-20087,Machined Housing M12,5,EA,619.49,3097.45,333.06,Price List A,2025-11-13,2025-11-13,5,Shipped,NIC-CUST0023-S1
SO-26285,1,A-20092,Gearbox Sub-Assembly 2.000,5,EA,2327.67,11638.35,1915.78,Price List C,2025-08-11,2025-08-14,5,Shipped,NIC-CUST0031-S1
SO-26285,2,A-20013,Shaft Coupling 5/8-11,3,EA,207.29,621.87,162.20000000000002,Price List C,2025-08-12,2025-08-12,3,Shipped,NIC-CUST0031-S1
SO-26285,3,A-20030,Shaft Coupling M8,1,EA,245.3,245.3,176.98,Price List C,2025-08-17,2025-08-20,1,Shipped,NIC-CUST0031-S1
SO-26286,1,A-20070,Gearbox Sub-Assembly 1.000,1,EA,2767.1,2767.1,1739.22,NIC-CPA018,2026-01-15,2026-01-18,1,Shipped,NIC-CUST0034-S1
SO-26286,2,A-20033,Shaft Coupling 2.000,5,EA,482.08,2410.4,328.62,Price List C,2026-01-26,2026-01-26,5,Shipped,NIC-CUST0034-S1
SO-26287,1,A-20013,Shaft Coupling 5/8-11,1,EA,218.8,218.8,162.20000000000002,Price List B,2025-04-23,2025-04-24,1,Shipped,NIC-CUST0026-S1
SO-26287,2,A-20058,Shaft Coupling size 6,1,EA,409.0,409.0,254.75,Price List B,2025-04-25,2025-04-25,1,Shipped,NIC-CUST0026-S1
SO-26287,3,A-20022,Machined Housing 1.500,1,EA,214.07,214.07,155.41,Price List B,2025-05-05,2025-05-05,1,Shipped,NIC-CUST0026-S1
SO-26287,4,A-20110,Gearbox Sub-Assembly 2.000,2,EA,4698.17,9396.34,2979.18,Price List B,2025-05-01,2025-05-04,2,Shipped,NIC-CUST0026-S1
SO-26288,1,A-20040,Machined Housing #60,1,EA,262.75,262.75,210.93,Manual override,2025-10-05,2025-10-05,0,Open,NIC-CUST0035-S1
SO-26288,2,A-20013,Shaft Coupling 5/8-11,1,EA,218.8,218.8,162.20000000000002,Price List B,2025-10-11,2025-10-14,1,Shipped,NIC-CUST0035-S1
SO-26288,3,A-20053,Machined Housing #50,5,EA,885.56,4427.8,695.65,Price List B,2025-09-23,2025-09-30,5,Shipped,NIC-CUST0035-S1
SO-26288,4,A-20114,Shaft Coupling 3/8-16,1,EA,420.75,420.75,244.69,Price List B,2025-09-19,2025-09-26,1,Shipped,NIC-CUST0035-S1
SO-26288,5,A-20092,Gearbox Sub-Assembly 2.000,3,EA,2456.99,7370.97,1915.78,Price List B,2025-10-01,2025-10-01,3,Shipped,NIC-CUST0035-S1
SO-26289,1,A-20058,Shaft Coupling size 6,5,EA,430.53,2152.65,254.75,Price List A,2025-06-22,2025-06-23,5,Shipped,NIC-CUST0021-S1
SO-26289,2,A-20053,Machined Housing #50,3,EA,932.17,2796.51,695.65,Price List A,2025-07-07,2025-07-07,3,Shipped,NIC-CUST0021-S1
SO-26289,3,A-20022,Machined Housing 1.500,1,EA,225.34,225.34,155.41,Price List A,2025-06-16,2025-06-16,1,Shipped,NIC-CUST0021-S1
SO-26289,4,A-20030,Shaft Coupling M8,1,EA,272.55,272.55,176.98,Price List A,2025-06-14,2025-06-21,1,Shipped,NIC-CUST0021-S1
SO-26290,1,A-20070,Gearbox Sub-Assembly 1.000,1,EA,3056.68,3056.68,1739.22,Price List B,2026-03-08,2026-03-15,1,Shipped,NIC-CUST0010-S1
SO-26291,1,A-20097,Machined Housing #80,1,EA,396.25,396.25,246.81,Price List B,2026-01-30,2026-01-30,1,Shipped,NIC-CUST0020-S1
SO-26291,2,A-20058,Shaft Coupling size 6,1,EA,355.83,355.83,254.75,Manual override,2026-01-21,2026-01-24,1,Shipped,NIC-CUST0020-S1
SO-26291,3,A-20107,Gearbox Sub-Assembly M12,1,EA,3525.5,3525.5,2631.9500000000003,Price List B,2026-01-06,2026-01-06,1,Shipped,NIC-CUST0020-S1
SO-26291,4,A-20040,Machined Housing #60,1,EA,298.58,298.58,210.93,Price List B,2026-01-27,2026-01-30,1,Shipped,NIC-CUST0020-S1
SO-26291,5,A-20077,Machined Housing 1.250,2,EA,1231.46,2462.92,869.98,Price List B,2026-01-26,2026-01-26,2,Shipped,NIC-CUST0020-S1
SO-26292,1,A-20022,Machined Housing 1.500,1,EA,202.81,202.81,155.41,Price List C,2026-04-04,2026-04-04,0,Open,NIC-CUST0034-S1
SO-26292,2,A-20082,Machined Housing #60,3,EA,1325.27,3975.81,841.44,Price List C,2026-03-30,2026-03-30,0,Open,NIC-CUST0034-S1
SO-26292,3,A-20090,Machined Housing 1.250,1,EA,1212.24,1212.24,821.3000000000001,Price List C,2026-04-09,2026-04-09,0,Open,NIC-CUST0034-S1
SO-26292,4,A-20038,Gearbox Sub-Assembly #80,3,EA,2823.13,8469.39,1997.97,Price List C,2026-04-07,2026-04-07,0,Open,NIC-CUST0034-S1
SO-26292,5,A-20078,Machined Housing 3/8-16,3,EA,1148.04,3444.12,704.75,Price List C,2026-03-30,2026-03-30,0,Open,NIC-CUST0034-S1
SO-26293,1,A-20070,Gearbox Sub-Assembly 1.000,1,EA,2532.86,2532.86,1739.22,Manual override,2025-04-22,2025-04-29,1,Shipped,NIC-CUST0019-S1
SO-26293,2,A-20082,Machined Housing #60,1,EA,1207.47,1207.47,841.44,Price List D,2025-04-19,2025-04-19,1,Shipped,NIC-CUST0019-S1
SO-26294,1,A-20076,Gearbox Sub-Assembly 1.375,1,EA,1094.03,1094.03,721.1800000000001,Price List D,2025-07-05,2025-07-08,1,Shipped,NIC-CUST0009-S1
SO-26294,2,A-20020,Shaft Coupling 5/8-11,1,EA,482.91,482.91,316.62,Price List D,2025-07-01,2025-07-01,1,Shipped,NIC-CUST0009-S1
SO-26294,3,A-20033,Shaft Coupling 2.000,5,EA,382.13,1910.65,328.62,Manual override,2025-06-24,2025-06-24,5,Shipped,NIC-CUST0009-S1
SO-26294,4,A-20093,Gearbox Sub-Assembly M12,1,EA,2911.25,2911.25,2017.22,Price List D,2025-07-17,2025-07-17,1,Shipped,NIC-CUST0009-S1
SO-26294,5,A-20087,Machined Housing M12,2,EA,507.98,1015.96,333.06,Price List D,2025-06-25,2025-06-25,0,Backordered,NIC-CUST0009-S1
SO-26295,1,A-20107,Gearbox Sub-Assembly M12,1,EA,3043.06,3043.06,2631.9500000000003,Price List D,2025-08-09,2025-08-09,1,Shipped,NIC-CUST0015-S1
SO-26296,1,A-20065,Machined Housing M6,1,EA,1019.84,1019.84,798.0,Price List C,2026-02-14,2026-02-14,0,Backordered,NIC-CUST0002-S1
SO-26296,2,A-20039,Shaft Coupling 1.000,1,EA,617.57,617.57,415.87,Price List C,2026-02-21,2026-02-21,1,Shipped,NIC-CUST0002-S1
SO-26296,3,A-20076,Gearbox Sub-Assembly 1.375,1,EA,1200.76,1200.76,721.1800000000001,Price List C,2026-02-06,2026-02-06,1,Shipped,NIC-CUST0002-S1
SO-26296,4,A-20073,Machined Housing 1.500,1,EA,737.34,737.34,496.53000000000003,Price List C,2026-02-11,2026-02-18,0,Open,NIC-CUST0002-S1
SO-26297,1,A-20093,Gearbox Sub-Assembly M12,2,EA,3550.31,7100.62,2017.22,Price List A,2026-02-27,2026-02-27,2,Shipped,NIC-CUST0039-S1
SO-26297,2,A-20072,Machined Housing 1.250,5,EA,539.32,2696.6,402.48,Price List A,2026-02-28,2026-02-28,5,Shipped,NIC-CUST0039-S1
SO-26297,3,A-20077,Machined Housing 1.250,3,EA,1296.27,3888.81,869.98,Price List A,2026-03-07,2026-03-07,3,Shipped,NIC-CUST0039-S1
SO-26297,4,A-20073,Machined Housing 1.500,1,EA,819.27,819.27,496.53000000000003,Price List A,2026-02-25,2026-03-04,1,Shipped,NIC-CUST0039-S1
SO-26297,5,A-20063,Gearbox Sub-Assembly 5/8-11,1,EA,1990.72,1990.72,1372.91,Price List A,2026-02-23,2026-02-24,1,Shipped,NIC-CUST0039-S1
SO-26298,1,A-20022,Machined Housing 1.500,3,EA,225.34,676.02,155.41,Price List A,2025-06-07,2025-06-08,3,Shipped,NIC-CUST0021-S1
SO-26299,1,A-20087,Machined Housing M12,5,EA,588.52,2942.6,333.06,Price List B,2025-05-21,2025-05-24,5,Shipped,NIC-CUST0005-S1
SO-26299,2,A-20013,Shaft Coupling 5/8-11,3,EA,205.67,617.01,162.20000000000002,Manual override,2025-05-19,2025-05-22,3,Shipped,NIC-CUST0005-S1
SO-26300,1,A-20082,Machined Housing #60,1,EA,1398.89,1398.89,841.44,Price List B,2025-08-27,2025-08-30,1,Shipped,NIC-CUST0020-S1
SO-26300,2,A-20022,Machined Housing 1.500,1,EA,214.07,214.07,155.41,Price List B,2025-08-28,2025-09-04,1,Shipped,NIC-CUST0020-S1
SO-26301,1,A-20020,Shaft Coupling 5/8-11,1,EA,588.91,588.91,316.62,Price List A,2025-04-06,2025-04-07,1,Shipped,NIC-CUST0006-S1
SO-26301,2,A-20087,Machined Housing M12,2,EA,619.49,1238.98,333.06,Price List A,2025-04-20,2025-04-20,2,Shipped,NIC-CUST0006-S1
SO-26302,1,A-20053,Machined Housing #50,1,EA,838.95,838.95,695.65,Price List C,2025-06-22,2025-06-22,1,Shipped,NIC-CUST0004-S1
SO-26302,2,A-20087,Machined Housing M12,1,EA,557.54,557.54,333.06,Price List C,2025-06-20,2025-06-21,0,Open,NIC-CUST0004-S1
SO-26302,3,A-20022,Machined Housing 1.500,1,EA,202.81,202.81,155.41,Price List C,2025-07-09,2025-07-09,1,Shipped,NIC-CUST0004-S1
SO-26302,4,A-20039,Shaft Coupling 1.000,5,EA,617.57,3087.85,415.87,Price List C,2025-07-11,2025-07-12,0,Open,NIC-CUST0004-S1
SO-26302,5,A-20003,Gearbox Sub-Assembly 2.000,2,EA,3021.66,6043.32,2450.66,Price List C,2025-06-22,2025-06-22,2,Shipped,NIC-CUST0004-S1
SO-26303,1,A-20034,Shaft Coupling M10,1,EA,155.86,155.86,111.33,Price List A,2026-04-08,2026-04-11,0,Open,NIC-CUST0039-S1
SO-26303,2,A-20114,Shaft Coupling 3/8-16,1,EA,442.89,442.89,244.69,Price List A,2026-04-20,2026-04-27,0,Open,NIC-CUST0039-S1
SO-26304,1,A-20002,Gearbox Sub-Assembly 3/8-16,2,EA,2568.43,5136.86,1931.15,Price List A,2026-01-09,2026-01-10,2,Shipped,NIC-CUST0022-S1
SO-26304,2,A-20003,Gearbox Sub-Assembly 2.000,2,EA,3357.4,6714.8,2450.66,Price List A,2025-12-26,2025-12-26,2,Shipped,NIC-CUST0022-S1
SO-26304,3,A-20073,Machined Housing 1.500,2,EA,712.76,1425.52,496.53000000000003,Manual override,2025-12-28,2026-01-04,2,Shipped,NIC-CUST0022-S1
SO-26305,1,A-20093,Gearbox Sub-Assembly M12,3,EA,2911.25,8733.75,2017.22,Price List D,2025-06-17,2025-06-24,3,Shipped,NIC-CUST0019-S1
SO-26305,2,A-20039,Shaft Coupling 1.000,2,EA,562.68,1125.36,415.87,Price List D,2025-06-07,2025-06-10,2,Shipped,NIC-CUST0019-S1
SO-26305,3,A-20036,Gearbox Sub-Assembly M10,5,EA,3381.61,16908.05,2945.65,Price List D,2025-06-10,2025-06-17,5,Shipped,NIC-CUST0019-S1
SO-26305,4,A-20078,Machined Housing 3/8-16,1,EA,1045.99,1045.99,704.75,Price List D,2025-06-12,2025-06-19,1,Shipped,NIC-CUST0019-S1
SO-26305,5,A-20073,Machined Housing 1.500,3,EA,671.8,2015.4,496.53000000000003,Price List D,2025-06-06,2025-06-09,3,Shipped,NIC-CUST0019-S1
SO-26306,1,A-20003,Gearbox Sub-Assembly 2.000,1,EA,3021.66,3021.66,2450.66,Price List C,2025-09-28,2025-10-05,1,Shipped,NIC-CUST0001-S1
SO-26306,2,A-20003,Gearbox Sub-Assembly 2.000,2,EA,3021.66,6043.32,2450.66,Price List C,2025-09-29,2025-09-29,2,Shipped,NIC-CUST0001-S1
SO-26307,1,A-20077,Machined Housing 1.250,1,EA,1296.27,1296.27,869.98,Price List A,2026-02-10,2026-02-10,1,Shipped,NIC-CUST0033-S1
SO-26308,1,A-20038,Gearbox Sub-Assembly #80,3,EA,2823.13,8469.39,1997.97,Price List C,2026-03-16,2026-03-23,0,Open,NIC-CUST0018-S1
SO-26308,2,A-20065,Machined Housing M6,5,EA,1019.84,5099.2,798.0,Price List C,2026-03-11,2026-03-11,5,Shipped,NIC-CUST0018-S1
SO-26308,3,A-20040,Machined Housing #60,2,EA,282.86,565.72,210.93,Price List C,2026-03-14,2026-03-14,2,Shipped,NIC-CUST0018-S1
SO-26308,4,A-20039,Shaft Coupling 1.000,5,EA,617.57,3087.85,415.87,Price List C,2026-02-23,2026-02-26,0,Open,NIC-CUST0018-S1
SO-26308,5,A-20090,Machined Housing 1.250,2,EA,1212.24,2424.48,821.3000000000001,Price List C,2026-03-09,2026-03-10,2,Shipped,NIC-CUST0018-S1
SO-26309,1,A-20022,Machined Housing 1.500,1,EA,184.78,184.78,155.41,Price List D,2025-11-09,2025-11-09,0,Backordered,NIC-CUST0019-S1
SO-26309,2,A-20092,Gearbox Sub-Assembly 2.000,1,EA,2120.77,2120.77,1915.78,Price List D,2025-11-06,2025-11-06,1,Shipped,NIC-CUST0019-S1
SO-26309,3,A-20097,Machined Housing #80,5,EA,342.03,1710.15,246.81,Price List D,2025-11-10,2025-11-11,5,Shipped,NIC-CUST0019-S1
SO-26309,4,A-20087,Machined Housing M12,2,EA,507.98,1015.96,333.06,Price List D,2025-11-18,2025-11-21,2,Shipped,NIC-CUST0019-S1
SO-26310,1,A-20110,Gearbox Sub-Assembly 2.000,1,EA,4945.44,4945.44,2979.18,Price List A,2025-07-18,2025-07-19,1,Shipped,NIC-CUST0033-S1
SO-26310,2,A-20076,Gearbox Sub-Assembly 1.375,5,EA,1334.18,6670.9,721.1800000000001,Price List A,2025-07-28,2025-07-28,5,Shipped,NIC-CUST0033-S1
SO-26310,3,A-20003,Gearbox Sub-Assembly 2.000,5,EA,3357.4,16787.0,2450.66,Price List A,2025-07-28,2025-07-28,5,Shipped,NIC-CUST0033-S1
SO-26310,4,A-20072,Machined Housing 1.250,1,EA,539.32,539.32,402.48,Price List A,2025-07-12,2025-07-19,1,Shipped,NIC-CUST0033-S1
SO-26311,1,A-20053,Machined Housing #50,3,EA,583.91,1751.73,695.65,Manual override,2025-08-13,2025-08-20,0,Open,NIC-CUST0040-S1
SO-26311,2,A-20072,Machined Housing 1.250,1,EA,442.24,442.24,402.48,Price List D,2025-08-25,2025-08-26,1,Shipped,NIC-CUST0040-S1
SO-26311,3,A-20101,Gearbox Sub-Assembly 5/8-11,3,EA,2949.88,8849.64,2382.4,Price List D,2025-08-06,2025-08-09,3,Shipped,NIC-CUST0040-S1
SO-26312,1,A-20093,Gearbox Sub-Assembly M12,3,EA,3195.28,9585.84,2017.22,Price List C,2025-06-19,2025-06-19,3,Shipped,NIC-CUST0004-S1
SO-26312,2,A-20034,Shaft Coupling M10,1,EA,106.98,106.98,111.33,Manual override,2025-06-27,2025-06-30,1,Shipped,NIC-CUST0004-S1
SO-26312,3,A-20022,Machined Housing 1.500,3,EA,202.81,608.43,155.41,Price List C,2025-07-09,2025-07-09,3,Shipped,NIC-CUST0004-S1
SO-26313,1,A-20082,Machined Housing #60,3,EA,1472.52,4417.56,841.44,Price List A,2026-03-13,2026-03-13,3,Shipped,NIC-CUST0039-S1
SO-26313,2,A-20093,Gearbox Sub-Assembly M12,1,EA,3550.31,3550.31,2017.22,Price List A,2026-02-28,2026-03-01,1,Shipped,NIC-CUST0039-S1
SO-26313,3,A-20073,Machined Housing 1.500,1,EA,819.27,819.27,496.53000000000003,Price List A,2026-03-04,2026-03-04,1,Shipped,NIC-CUST0039-S1
SO-26314,1,A-20093,Gearbox Sub-Assembly M12,3,EA,2911.25,8733.75,2017.22,Price List D,2025-09-04,2025-09-04,3,Shipped,NIC-CUST0011-S1
SO-26314,2,A-20082,Machined Housing #60,3,EA,1207.47,3622.41,841.44,Price List D,2025-08-25,2025-08-25,3,Shipped,NIC-CUST0011-S1
SO-26314,3,A-20082,Machined Housing #60,5,EA,1207.47,6037.35,841.44,Price List D,2025-08-28,2025-08-29,5,Shipped,NIC-CUST0011-S1
