So Number,Line,Item Id,Description,Qty,Uom,Price,Extended Price,Cost,Price Source,Requested Date,Promised Date,Shipped Qty,Line Status,Ship To Id
SO-26173,3,MOUN-1029,Mounted Ball Bearing Unit 1.500,200,EA,136.89,27378.0,86.28,Price List B,2025-11-15,2025-11-15,200,Shipped,KBD-CUST0030-S1
SO-26174,1,SHEA-1068,Sheave / Pulley 1/4-20,3,EA,290.24,870.72,180.78,Price List B,2026-01-16,2026-01-16,3,Shipped,KBD-CUST0021-S1
SO-26175,1,AC-1074,AC Motor TEFC M8,5,EA,2760.81,13804.05,1663.14,Price List A,2025-06-19,2025-06-19,0,Open,KBD-CUST0010-S1
SO-26175,2,GEAR-1067,Gear Reducer M6,1,EA,702.31,702.31,498.09000000000003,Price List A,2025-06-22,2025-06-22,1,Shipped,KBD-CUST0010-S1
SO-26175,3,CONV-1065,Conveyor Drive Package #80,1,EA,4790.87,4790.87,2903.56,Price List A,2025-07-01,2025-07-01,1,Shipped,KBD-CUST0010-S1
SO-26175,4,CONV-1042,Conveyor Drive Package 2.000,1,EA,7636.18,7636.18,5159.58,Price List A,2025-06-25,2025-06-25,1,Shipped,KBD-CUST0010-S1
SO-26176,1,CONV-1039,Conveyor Drive Package 5/8-11,2,EA,8688.61,17377.22,7046.72,Price List C,2026-03-20,2026-03-20,2,Shipped,KBD-CUST0025-S1
SO-26177,1,CONV-1013,Conveyor Drive Package 1.500,3,EA,4194.61,12583.83,2336.18,Price List B,2025-12-22,2025-12-23,3,Shipped,KBD-CUST0015-S1
SO-26177,2,SPRO-1027,Sprocket 1/4-20,25,EA,97.04,2426.0,77.98,Price List B,2025-12-17,2025-12-17,25,Shipped,KBD-CUST0015-S1
SO-26178,1,MOUN-1034,Mounted Ball Bearing Unit M12,200,EA,39.17,7834.0,23.82,Manual override,2025-04-15,"Apr 15, 2025",200,Shipped,KBD-CUST0008-S1
SO-26179,1,MOUN-1008,Mounted Ball Bearing Unit #60,200,EA,122.04,24408.0,71.79,Price List A,2025-11-29,2025-11-29,0,Open,KBD-CUST0008-S1
SO-26179,2,SHEA-1072,Sheave / Pulley 3/8-16,1,EA,148.86,148.86,101.96000000000001,Price List A,11/26/2025,2025-11-27,0,Open,KBD-CUST0008-S1
SO-26179,3,CONV-1052,Conveyor Drive Package size 4,5,EA,4045.3,20226.5,2311.6,Price List A,2025-11-21,21-Nov-2025,5,Shipped,KBD-CUST0008-S1
SO-26180,1,GEAR-1060,Gear Reducer #60,5,EA,4044.95,20224.75,3102.4300000000003,Price List D,01/23/2026,2026-01-30,5,Shipped,KBD-CUST0014-S1
SO-26180,2,AC-1057,AC Motor TEFC M10,2,EA,963.43,1926.86,687.08,Price List D,2026-01-20,2026-01-21,2,Shipped,KBD-CUST0014-S1
SO-26180,3,TIMI-1058,Timing Belt M6,50,EA,110.11,5505.5,84.45,Price List D,01/29/2026,01/30/2026,50,Shipped,KBD-CUST0014-S1
SO-26180,4,MOUN-1008,Mounted Ball Bearing Unit #60,50,EA,100.07,5003.5,71.79,Price List D,"Jan 31, 2026",2026-02-03,50,Shipped,KBD-CUST0014-S1
SO-26181 ,1,CONV-1089,Conveyor Drive Package #60,5,EA,7409.9,37049.5,5864.59,Price List B,2025-12-13,2025-12-13,5,Shipped,KBD-CUST0023-S1
SO-26181,2,CONV-1039,Conveyor Drive Package 5/8-11,2,EA,9171.31,18342.62,7046.72,Price List B,2025-12-12,2025-12-15,0,Open,KBD-CUST0023-S1
SO-26182,1,TIMI-1056,Timing Belt 5/16-18 ,10,EA,27.88,278.8,17.21,Price List A,2025-11-26,11/26/2025,10,Shipped,KBD-CUST0024-S1
SO-26182,2,SHEA-1037,Sheave / Pulley 1.375,6,EA,159.37,956.22,99.06,Manual override,2025-11-10,2025-11-13,6,Shipped,KBD-CUST0024-S1
SO-26182,3,SHEA-1049,Sheave / Pulley size 4,5,EA,277.65,1388.25,153.4,Price List A,2025-11-27,2025-11-27,5,Shipped,KBD-CUST0024-S1
SO-26182,4,SHEA-1088,Sheave / Pulley 1/4-20,5,EA,286.68,1433.4,189.79,Manual override,2025-11-29,2025-11-29,5,Shipped,KBD-CUST0024-S1
SO-26183 ,1,CONV-1051,Conveyor Drive Package 1/4-20,1,EA ,5831.5,5831.5,4147.58,Price List B,2025-06-26,2025-06-26,1,Shipped,KBD-CUST0027-S1
SO-26184,1,SPRO-1069,Sprocket #50,1,EA,202.59,202.59,115.11,Price List A,2025-09-26,2025-09-29,1,Shipped,KBD-CUST0019-S1
SO-26185,1,CONV-1046,Conveyor Drive Package 1/4-20,2,EA,9278.78,18557.56,7311.89,Price List C,2025-10-04,2025-10-07,2,Shipped,KBD-CUST0025-S1
SO-26185,2,AC-1057,AC Motor TEFC M10 ,2,EA,1057.42,2114.84,687.08,Price List C,2025-10-13,2025-10-16,2,Shipped,KBD-CUST0025-S1
SO-26185,3,ROLL-1012,Roller Chain ANSI 2.000,25,EA,56.02,1400.5,47.52,Price List C,2025-10-10,2025-10-10,25,Shipped,KBD-CUST0025-S1
SO-26185,4,SHEA-1064,Sheave / Pulley M12,2,EA,205.2,410.4,139.88,Price List C,2025-10-02,2025-10-02,2,Shipped ,KBD-CUST0025-S1
SO-26185,5,SHEA-1077,Sheave / Pulley #60,12,EA,108.29,1299.48,67.98,Price List C,2025-10-13,2025-10-14,12,Shipped,KBD-CUST0025-S1
SO-26186,1,GEAR-1016,Gear Reducer size 6,1,EA,2767.7,2767.7,2265.26,Price List D,2025-06-21,2025-06-21,1,Shipped,KBD-CUST0014-S1
SO-26187,1,SHEA-1072,Sheave / Pulley 3/8-16,1,EA,148.86,148.86,101.96000000000001,Price List A,2025-05-14,2025-05-17,1,Shipped,KBD-CUST0017-S1
SO-26187,2,SHEA-1068,Sheave / Pulley 1/4-20,1,EA,305.52,305.52,180.78,Price List A,2025-05-25,2025-05-25,1,Shipped,KBD-CUST0017-S1
SO-26187,3,AC-1063,AC Motor TEFC 3/4-10,3,EA,2247.5,6742.5,1677.24,Price List A,2025-05-20,2025-05-20,3,Shipped,KBD-CUST0017-S1
SO-26187,4,SHEA-1003,Sheave / Pulley #50,5,EA,322.94,1614.7,235.72,Price List A,2025-05-12,2025-05-12,5,Shipped,KBD-CUST0017-S1
SO-26188,1,BRI-HHCS-0500-13-200-G8,"Hex head cap screw 1/2-13 x 2 Gr 8 yellow zinc, 50/bx",6,BX,51.74,310.44,44.75,Price List D,2026-03-16,2026-03-23,6,Shipped,KBD-CUST0001-S1
SO-26189,1,GEAR-1016,Gear Reducer size 6,1,EA,3206.48,3206.48,2265.26,Price List B,2026-03-04 ,2026-03-07,1,Shipped,KBD-CUST0020-S1
SO-26189,2,SPRO-1002,Sprocket 1/4-20,4,EA,73.0,292.0,65.84,KBD-CPA019,2026-02-22,2026-02-23,4,Shipped,KBD-CUST0020-S1
SO-26189,3,SKF-6205-2RS1,"Deep groove ball bearing 25x52x15, sealed",200,EA,4.85,970.0,3.55,Price List B,2026-02-20,02/20/2026,200,Shipped,KBD-CUST0020-S1
SO-26189,4,MOUN-1081,Mounted Ball Bearing Unit 5/8-11,50,EA ,79.13,3956.5,61.24,Price List B,2026-02-25,2026-02-26,50,Shipped,KBD-CUST0020-S1
SO-26189,5,ROLL-1044,Roller Chain ANSI #80,2,EA,241.9,483.8,140.68,Price List B,2026-03-01,2026-03-04,2,Shipped,KBD-CUST0020-S1
SO-26190,1,SKF-6308-2Z,"Deep groove ball bearing 40x90x23, shielded",50,EA,12.66,633.0,10.25,Price List B,2025-05-23,2025-05-23,50,Shipped,KBD-CUST0021-S1
SO-26190,2,AC-1063,AC Motor TEFC 3/4-10,1,EA,1985.66,1985.66,1677.24,Manual override,2025-05-22,2025-05-22,1,Shipped,KBD-CUST0021-S1
SO-26190,3,SHEA-1003,Sheave / Pulley #50,1,EA,306.79,306.79,235.72,Price List B,2025-05-14,2025-05-17,1,Shipped,KBD-CUST0021-S1
SO-26190,4,SPRO-1047,Sprocket #80,100,EA,21.48,2148.0,13.77,Manual override,2025-05-09,2025-05-09,100,Shipped,KBD-CUST0021-S1
SO-26190,5,SHEA-1068,Sheave / Pulley 1/4-20,1,EA,290.24,290.24,180.78,Price List B,2025-05-10,2025-05-17,0,Open,KBD-CUST0021-S1
SO-26191,1,BRI-HHCS-0500-13-200-G8,"Hex head cap screw 1/2-13 x 2 Gr 8 yellow zinc, 50/bx",1,BX,56.79,56.79,44.75,Price List C,2025-11-08,2025-11-15,1,Shipped,KBD-CUST0013-S1
SO-26191,2,SHEA-1045,Sheave / Pulley M10,200,EA,64.37,12874.0,47.68,Price List C,2025-10-27,2025-10-27,200,Shipped,KBD-CUST0013-S1
SO-26191,3,AC-1074,AC Motor TEFC M8,1,EA,2484.73,2484.73,1663.14,Price List C,2025-11-15,2025-11-15,0,Open,KBD-CUST0013-S1
SO-26191,4,CONV-1052,Conveyor Drive Package size 4,1,EA,3640.77,3640.77,2311.6,Price List C,2025-10-29,2025-10-29,1,Shipped,KBD-CUST0013-S1
SO-26191,5,AC-1074,AC Motor TEFC M8,2,EA,2484.73,4969.46,1663.14,Price List C,2025-11-06,"Nov 06, 2025",2,Shipped,KBD-CUST0013-S1
SO-26192,1,MOUN-1081,Mounted Ball Bearing Unit 5/8-11,6,EA,79.13,474.78,61.24,Price List B,2025-04-16,23-Apr-2025,6,Shipped,KBD-CUST0032-S1
SO-26192 ,2,ROLL-1053,Roller Chain ANSI #80,4,EA,129.24,516.96,86.10000000000001,Price List B,08-Apr-2025,2025-04-08,4,Shipped,KBD-CUST0032-S1
SO-26192,3,SPRO-1076,Sprocket 5/16-18,1,EA,18.12,18.12,13.24,Price List B,2025-04-12,2025-04-19,0,Open,KBD-CUST0032-S1
SO-26192,4,AC-1006,AC Motor TEFC 1.250,5,EA,3521.74,17608.7,2130.52,Price List B,2025-04-13,2025-04-13,5,Shipped,KBD-CUST0032-S1
SO-26192,5,CONV-1022,Conveyor Drive Package 1.375 ,3,EA,2783.03,8349.09,2154.05,Price List B,2025-04-05,2025-04-06,3,Shipped,KBD-CUST0032-S1
SO-26193,1,SHEA-1007,Sheave / Pulley 2.000,1,EA,211.8,211.8,129.94,Price List A,2025-05-20,2025-05-23,1,Shipped,KBD-CUST0010-S1
SO-26194,1,MOUN-1018,Mounted Ball Bearing Unit M8,3,EA,173.84,521.52,109.13,Price List C,2026-02-27,2026-02-27,3,Shipped,KBD-CUST0025-S1
SO-26194,2,TIM-LM11949-LM11910,Tapered roller bearing set,100,EA,8.96,896.0,7.6,Price List C,2026-02-17,17-Feb-2026,100,Shipped,KBD-CUST0025-S1
SO-26194,3,SPRO-1055,Sprocket #50,1,EA,35.15,35.15,26.94,Price List C,2026-02-19,2026-02-19,1,Shipped,KBD-CUST0025-S1
SO-26195,1,AC-1074,AC Motor TEFC M8,3,EA,2760.81,8282.43,1663.14,Price List A,2026-01-08,2026-01-15,3,Shipped,KBD-CUST0017-S1
SO-26195,2,SPRO-1050,Sprocket 5/16-18,10,EA,17.99,179.9,12.85,Price List A,2026-01-18,2026-01-18,10,Shipped,KBD-CUST0017-S1
SO-26195,3,MOUN-1008,Mounted Ball Bearing Unit #60,200,EA,122.04,24408.0,71.79,Price List A,2026-01-15,2026-01-22,200,Shipped,KBD-CUST0017-S1
SO-26195,4,SHEA-1049,Sheave / Pulley size 4,1,EA,277.65,277.65,153.4,Price List A,2025-12-27,2025-12-28 ,1,Shipped,KBD-CUST0017-S1
SO-26195,5,SPRO-1055,Sprocket #50,2,EA,39.06,78.12,26.94,Price List A,2025-12-27,2025-12-27,2,Shipped,KBD-CUST0017-S1
SO-26196,1,SHEA-1072,Sheave / Pulley 3/8-16,1,EA,148.86,148.86,101.96000000000001,Price List A,2025-09-30,2025-10-07,1,Shipped,KBD-CUST0017-S1
SO-26197,1,SHEA-1068,Sheave / Pulley 1/4-20,1,EA,274.97,274.97,180.78,Price List C,2026-02-20,2026-02-20,1,Shipped,KBD-CUST0005-S1
SO-26198,1,AC-1054,AC Motor TEFC 1.500,1,EA,2419.21,2419.21,1828.58,Price List C,2025-12-12,2025-12-12,1,Shipped,KBD-CUST0028-S1
SO-26198,2,AC-1063,AC Motor TEFC 3/4-10,1,EA,2022.75,2022.75,1677.24,Price List C,2025-12-19,2025-12-20,1,Shipped,KBD-CUST0028-S1
SO-26198,3,AC-1006,AC Motor TEFC 1.250,3,EA,3336.39,10009.17,2130.52,Price List C,2025-12-01,2025-12-01,3,Shipped,KBD-CUST0028-S1
SO-26198,4,SHEA-1088,Sheave / Pulley 1/4-20,3,EA,271.59,814.77,189.79,Price List C,2025-12-17,2025-12-24,3,Shipped,KBD-CUST0028-S1
SO-26198,5,ROLL-1012,Roller Chain ANSI 2.000,4,EA,56.02,224.08,47.52,Price List C,12/09/2025,"Dec 09, 2025",4,Shipped,KBD-CUST0028-S1
SO-26199,1,GEAR-1016,Gear Reducer size 6,5,EA,3037.72,15188.6,2265.26,Price List C,"Oct 17, 2025",2025-10-20,5,Shipped,KBD-CUST0025-S1
SO-26199,2,TIMI-1017,Timing Belt size 6,10,EA,67.52,675.2,50.69,Price List C,2025-10-29,2025-10-29,10,Shipped,KBD-CUST0025-S1
SO-26199,3,SHEA-1082,Sheave / Pulley 1/4-20,5,EA,265.53,1327.65,186.61,Manual override,10/27/2025,2025-10-27,5,Shipped,KBD-CUST0025-S1
SO-26199,4,SPRO-1047,Sprocket #80,25,EA,21.2,530.0,13.77,Price List C,2025-10-26,2025-10-26,25,Shipped,KBD-CUST0025-S1
SO-26200,1,ROLL-1012,Roller Chain ANSI 2.000,6,EA,48.74,292.44,47.52,Manual override,2026-02-11,2026-02-11,6,Shipped,KBD-CUST0029-S1
SO-26200,2,MOUN-1083,Mounted Ball Bearing Unit size 8,2,EA,124.81,249.62,87.77,Price List C,2026-02-21,2026-02-21,2,Shipped,KBD-CUST0029-S1
SO-26201,1,SPRO-1055,Sprocket #50,10,EA,32.03,320.3,26.94,Price List D,2025-09-20,2025-09-23,10,Shipped,KBD-CUST0018-S1
SO-26201,2,TIM-LM11949-LM11910,Tapered roller bearing set,4,EA,8.17,32.68,7.6,Price List D,2025-09-22,2025-09-22,4,Shipped,KBD-CUST0018-S1
SO-26201,3,SHEA-1082,Sheave / Pulley 1/4-20,1,EA,226.32,226.32,186.61,Manual override,2025-09-12,2025-09-13,0,Open,KBD-CUST0018-S1
SO-26201,4,GEAR-1066,Gear Reducer 1.000,1,EA,1447.57,1447.57,1270.02,Price List D,2025-09-19,2025-09-22,1,Shipped,KBD-CUST0018-S1
SO-26202,1,MOUN-1081,Mounted Ball Bearing Unit 5/8-11,1,EA,74.96,74.96,61.24,Price List C,2025-04-30,2025-04-30,1,Shipped,KBD-CUST0028-S1
SO-26202,2,GEAR-1066,Gear Reducer 1.000,1,EA,1588.8,1588.8,1270.02,Price List C,2025-05-13,2025-05-13 ,1,Shipped,KBD-CUST0028-S1
SO-26202,3,SHEA-1003,Sheave / Pulley #50,1,EA,290.65,290.65,235.72,Price List C,18-May-2025,2025-05-18,1,Shipped,KBD-CUST0028-S1
SO-26203,1,SPRO-1027,Sprocket 1/4-20,4,EA,83.76,335.04,77.98,Price List D,2025-08-26,2025-08-27,4,Shipped,KBD-CUST0011-S1
SO-26203,2,GAT-B62,Hi-Power II V-belt B62,200,EA,15.24,3048.0,12.7,Manual override,2025-08-19,2025-08-26,200,Shipped,KBD-CUST0011-S1
SO-26204,1,GEAR-1016,Gear Reducer size 6,5,EA,3375.24,16876.2,2265.26,Price List A,2026-04-08,2026-04-15,0,Open,KBD-CUST0010-S1
SO-26204,2,SHEA-1038,Sheave / Pulley 2.000,2,EA,507.88,1015.76,295.28000000000003,Price List A,2026-04-14,2026-04-14,0,Open,KBD-CUST0010-S1
SO-26204,3,CONV-1052,Conveyor Drive Package size 4,1,EA,3559.86,3559.86,2311.6,Manual override,2026-04-27 ,2026-04-28,0,Open,KBD-CUST0010-S1
SO-26205,1,SPRO-1087,Sprocket 1/2-13,1,EA,58.54,58.54,44.550000000000004,Price List C,2026-04-05,2026-04-08,0,Open,KBD-CUST0016-S1
SO-26205,2,CONV-1065,Conveyor Drive Package #80,2,EA,4311.78,8623.56,2903.56,Price List C,2026-03-18,2026-03-21,2,Shipped,KBD-CUST0016-S1
SO-26205,3,SKF-6308-2Z,"Deep groove ball bearing 40x90x23, shielded",50,EA,10.44,522.0,10.25,Manual override,2026-03-16,2026-03-17,50,Shipped,KBD-CUST0016-S1
SO-26205,4,AC-1086,AC Motor TEFC 5/16-18,5,EA,3593.47,17967.35,2390.86,Price List C,2026-03-22,2026-03-22,5,Shipped,KBD-CUST0016-S1
SO-26206,1,SHEA-1082,Sheave / Pulley 1/4-20,5,EA,301.38,1506.9,186.61,Price List B,2025-10-17,2025-10-17,0,Open,KBD-CUST0015-S1
SO-26207,1,TIMI-1075,Timing Belt 1.000,100,EA,101.61,10161.0,72.76,Price List B,2025-06-30,2025-06-30,100,Shipped,KBD-CUST0027-S1
SO-26207,2,AC-1086,AC Motor TEFC 5/16-18,3,EA,3793.1,11379.3,2390.86,Price List B ,2025-07-02,2025-07-02,3,Shipped,KBD-CUST0027-S1
SO-26207,3,MOUN-1062,Mounted Ball Bearing Unit 1/2-13,2,EA,210.21,420.42,135.75,Price List B,2025-06-17,2025-06-17,2,Shipped,KBD-CUST0027-S1
SO-26207,4,CONV-1042,Conveyor Drive Package 2.000,3,EA,6456.39,19369.17,5159.58,Manual override,2025-06-16 ,06/16/25,3,Shipped,KBD-CUST0027-S1
SO-26207,5,MOUN-1081,Mounted Ball Bearing Unit 5/8-11,10,EA,79.13,791.3,61.24,Price List B,2025-06-30,2025-07-07,10,Shipped,KBD-CUST0027-S1
SO-26208,1,CONV-1052,Conveyor Drive Package size 4,1,EA,3843.03,3843.03,2311.6,Price List B,2026-01-28,2026-01-29,1,Shipped,KBD-CUST0007-S1
SO-26208,2,GAT-B62,Hi-Power II V-belt B62,12,EA,18.58,222.96,12.7,Price List B,2026-01-16,2026-01-19,0,Open,KBD-CUST0007-S1
SO-26209,1,CONV-1059,Conveyor Drive Package 1/4-20,1,EA,5540.44,5540.44,3693.63,Price List A,08/19/2025,2025-08-22,1,Shipped,KBD-CUST0019-S1
SO-26209,2,SHEA-1019,Sheave / Pulley M8,4,EA,174.83,699.32,94.5,Price List A,2025-08-22,2025-08-22,4,Shipped,KBD-CUST0019-S1
SO-26209,3,MOUN-1008,Mounted Ball Bearing Unit #60,200,EA,122.04,24408.0,71.79,Price List A,2025-08-27,2025-08-28,200,Shipped,KBD-CUST0019-S1 
SO-26209,4,CONV-1059,Conveyor Drive Package 1/4-20,5,EA,5540.44,27702.2,3693.63,Price List A,2025-08-16,2025-08-23,5,Shipped,KBD-CUST0019-S1
SO-26210,1,SPRO-1069,Sprocket #50,1,EA,202.59,202.59,115.11,Price List A,06-May-2025,2025-05-06,1,Shipped,KBD-CUST0003-S1
SO-26210 ,2,GEAR-1066,Gear Reducer 1.000,2,EA,1765.33,3530.66,1270.02,Price List A,2025-05-18,2025-05-18,2,Shipped,KBD-CUST0003-S1
SO-26210,3,TIMI-1075,Timing Belt 1.000,50,EA,106.96,5348.0,72.76,Price List A,2025-05-14,2025-05-21,50,Shipped,KBD-CUST0003-S1
SO-26211,1,SPRO-1061,Sprocket #50,200,EA,106.03,21206.0,87.28,Manual override,2025-11-27,2025-11-27,200,Shipped,KBD-CUST0032-S1
SO-26211,2,AC-1033,AC Motor TEFC 3/4-10,2,EA,1370.96,2741.92,1093.27,Price List B,2025-11-03,2025-11-03,2,Shipped ,KBD-CUST0032-S1
SO-26211,3,SHEA-1049,Sheave / Pulley size 4,5,EA,263.77,1318.85,153.4,Price List B,2025-11-20,2025-11-23,5,Shipped,KBD-CUST0032-S1
SO-26212,1,SHEA-1003,Sheave / Pulley #50,1,EA,264.81,264.81,235.72,Price List D,2025-05-20,2025-05-27,1,Shipped,KBD-CUST0014-S1
SO-26212,2,GEAR-1066 ,Gear Reducer 1.000,3,EA,1447.57,4342.71,1270.02,Price List D,2025-04-29,04/29/2025,3,Shipped,KBD-CUST0014-S1
SO-26212,3,DOD-TXT315,Torque-Arm II shaft-mount reducer 15:1,3,EA,1344.96,4034.88,1180.0,Price List D,05/02/2025,2025-05-02,3,Shipped,KBD-CUST0014-S1
SO-26212,4,SHEA-1038,Sheave / Pulley 2.000,2,EA,416.46,832.92,295.28000000000003,Price List D,2025-05-16,2025-05-17,0,Open,KBD-CUST0014-S1
SO-26213,1,CONV-1059,Conveyor Drive Package 1/4-20,3,EA,5263.42,15790.26,3693.63,Price List B,2025-07-08,2025-07-15,3,Shipped,KBD-CUST0020-S1
SO-26213,2,SPRO-1076,Sprocket 5/16-18,25,EA,18.12,453.0,13.24,Price List B,2025-07-02,2025-07-05,0,Backordered,KBD-CUST0020-S1
SO-26214,1,MOUN-1062,Mounted Ball Bearing Unit 1/2-13,1,EA,210.21,210.21,135.75,Price List B,21-Jun-2025,2025-06-22,1,Shipped,KBD-CUST0006-S1
SO-26214,2,AC-1048,AC Motor TEFC M6,1,EA,2404.38,2404.38,1745.47,Price List B,2025-06-23,2025-06-23,1,Shipped,KBD-CUST0006-S1
SO-26215,1,SHEA-1088,Sheave / Pulley 1/4-20,1,EA,271.59,271.59,189.79,Price List C,2025-11-25,2025-11-25,1,Shipped,KBD-CUST0029-S1
SO-26215,2,GEAR-1016,Gear Reducer size 6,1,EA,3037.72,3037.72,2265.26,Price List C,2025-11-07,2025-11-07,1,Shipped,KBD-CUST0029-S1
SO-26215,3,GEAR-1060,Gear Reducer #60,1,EA,4439.57,4439.57,3102.4300000000003,Price List C,2025-11-07,2025-11-08,1,Shipped,KBD-CUST0029-S1
SO-26215,4,AC-1048,AC Motor TEFC M6,5,EA,2277.84,11389.2,1745.47,Price List C,2025-11-12,2025-11-19,5,Shipped,KBD-CUST0029-S1
SO-26216,1,GEAR-1080,Gear Reducer #60,1,EA,2297.75,2297.75,1484.33,Price List C,2025-06-26,2025-06-29,1,Shipped,KBD-CUST0029-S1
SO-26216,2,GEAR-1010,Gear Reducer 1.375,3,EA,4359.98,13079.94,2784.15,Price List C,2025-07-01,2025-07-01,3,Shipped,KBD-CUST0029-S1
SO-26216,3,SHEA-1082,Sheave / Pulley 1/4-20,1,EA,285.52,285.52,186.61,Price List C,2025-07-06,2025-07-06,1,Shipped,KBD-CUST0029-S1
SO-26216,4,SPRO-1027,Sprocket 1/4-20,100,EA,91.94,9194.0,77.98,Price List C,06/23/25,2025-06-23,100,Shipped,KBD-CUST0029-S1
SO-26216,5,GEAR-1010,Gear Reducer 1.375,5,EA,4359.98,21799.9,2784.15,Price List C,2025-07-07,2025-07-08,5,Shipped,KBD-CUST0029-S1
SO-26217,1,SHEA-1068,Sheave / Pulley 1/4-20,3,EA,274.97,824.91,180.78,Price List C,2025-12-29,2025-12-29 ,3,Shipped,KBD-CUST0016-S1
SO-26217,2,SHEA-1019,Sheave / Pulley M8,100,EA,157.35,15735.0,94.5,Price List C ,2026-01-01,2026-01-02,100,Shipped,KBD-CUST0016-S1
SO-26217,3,SHEA-1028,Sheave / Pulley #80,1,EA ,473.86,473.86,284.6,Price List C,2025-12-22,2025-12-25,1,Shipped,KBD-CUST0016-S1
SO-26218,1,MOUN-1062,Mounted Ball Bearing Unit 1/2-13,1,EA,210.21,210.21,135.75,Price List B,2026-03-01,03/01/2026,1,Shipped,KBD-CUST0021-S1
SO-26218,2,ROLL-1053,Roller Chain ANSI #80,10,EA,129.24,1292.4,86.10000000000001,Price List B,2026-02-04,2026-02-05,10,Shipped,KBD-CUST0021-S1
SO-26218,3,MOUN-1083,Mounted Ball Bearing Unit size 8,100,EA,131.75,13175.0,87.77,Price List B,2026-02-08,2026-02-15,100,Shipped,KBD-CUST0021-S1
SO-26219,1,SPRO-1047,Sprocket #80,100,EA,22.37,2237.0,13.77,Price List B,2025-10-26,2025-10-27,100,Shipped,KBD-CUST0032-S1
SO-26220,1,TIMI-1030,Timing Belt 1/2-13,12,EA,105.56,1266.72,66.14,Price List B,2026-03-18,2026-03-18,12,Shipped,KBD-CUST0006-S1
SO-26221,1,MOUN-1081,Mounted Ball Bearing Unit 5/8-11,2,EA,68.3,136.6,61.24,Price List D,2026-03-07,2026-03-07,2,Shipped,KBD-CUST0011-S1
SO-26221,2,SHEA-1037,Sheave / Pulley 1.375,100,EA,140.52,14052.0,99.06,Price List D,2026-02-28,2026-03-01,100,Shipped,KBD-CUST0011-S1
SO-26221,3,ROLL-1053,Roller Chain ANSI #80,2,EA,111.55,223.1,86.10000000000001,Price List D,2026-02-19,2026-02-26,2,Shipped,KBD-CUST0011-S1
SO-26222,1,GEAR-1080,Gear Reducer #60,1,EA,2297.75,2297.75,1484.33,Price List C,2026-01-08,2026-01-08,1,Shipped,KBD-CUST0013-S1
SO-26223,1,SHEA-1072,Sheave / Pulley 3/8-16,1,EA,122.07,122.07,101.96000000000001,Price List D,2026-04-06,"Apr 09, 2026",0,Open,KBD-CUST0018-S1
SO-26223,2,MOUN-1034,Mounted Ball Bearing Unit M12,25,EA,36.92,923.0,23.82,Price List D,2026-04-11,2026-04-11,0,Open,KBD-CUST0018-S1
SO-26223,3,MOUN-1034,Mounted Ball Bearing Unit M12,2,EA ,33.97,67.94,23.82,Manual override,2026-04-02,2026-04-05,0,Open,KBD-CUST0018-S1
SO-26223,4,MOUN-1031,Mounted Ball Bearing Unit 1.500,10,EA,48.02,480.2,38.78,Price List D,2026-04-03,2026-04-03,0,Open,KBD-CUST0018-S1
SO-26224,1,ROLL-1053,Roller Chain ANSI #80,6,EA,129.24,775.44,86.10000000000001,Price List B,2025-12-21,2025-12-21,6,Shipped,KBD-CUST0032-S1
SO-26225,1,GEAR-1080,Gear Reducer #60 ,5,EA,2425.4,12127.0,1484.33,Price List B,2026-02-19 ,2026-02-19,5,Shipped,KBD-CUST0023-S1
SO-26225,2,ROLL-1079,Roller Chain ANSI M8,5,EA,149.64,748.2,102.65,Manual override,2026-02-10,2026-02-17,5,Shipped,KBD-CUST0023-S1
SO-26226,1,CONV-1065 ,Conveyor Drive Package #80,1,EA,3928.51,3928.51,2903.56,Price List D,2025-08-02,2025-08-02,1,Shipped,KBD-CUST0001-S1
SO-26226,2,AC-1086,AC Motor TEFC 5/16-18,3,EA,3274.05,9822.15,2390.86,Price List D,2025-07-25,07/25/2025,3,Shipped,KBD-CUST0001-S1
SO-26227,1,AC-1048,AC Motor TEFC M6,5,EA,1784.81,8924.05,1745.47,Manual override,05-Mar-2026,2026-03-08,5,Shipped,KBD-CUST0004-S1
SO-26227,2,TIMI-1000,Timing Belt 1.500,200,EA,51.05,10210.0,43.53,Price List D,"Mar 13, 2026",2026-03-14,200,Shipped,KBD-CUST0004-S1
SO-26227,3,SHEA-1077,Sheave / Pulley #60,6,EA,98.66,591.96,67.98,Price List D,2026-03-12,2026-03-12,6,Shipped,KBD-CUST0004-S1
SO-26228,1,SHEA-1038,Sheave / Pulley 2.000,3,EA,358.16,1074.48,295.28000000000003,Manual override,2026-04-04,2026-04-04,0,Open,KBD-CUST0004-S1
SO-26229,1,CONV-1042,Conveyor Drive Package 2.000,1,EA,7254.37,7254.37,5159.58,Price List B,2026-04-09,2026-04-09,0,Open,KBD-CUST0027-S1
SO-26230,1,AC-1086,AC Motor TEFC 5/16-18,1,EA,3274.05,3274.05,2390.86,Price List D,2025-11-14,2025-11-15,1,Shipped,KBD-CUST0004-S1
SO-26231,1,SHEA-1049,Sheave / Pulley size 4,1,EA,227.67,227.67,153.4,Price List D,2025-04-29,2025-04-30,1,Shipped,KBD-CUST0001-S1
