Journal Id,Posting Date,Period,Account Number,Account Name,Debit,Credit,Memo,Source Module,Reference
JE-002965,2025-08-24,2025-08,1100,Accounts Receivable,0,1273.08,Customer payment,AR,KBD-CR00326
JE-004210,"Aug 24, 2025",2025-08,1230,Inventory - Purchased for Resale,31541.23,0,PO receipt PO-31229,INV,RCV-40222
JE-004211,2025-08-24,2025-08,2050,GR/IR Clearing (Received Not Invoiced),0,31541.23,PO receipt PO-31229,INV,RCV-40222
JE-004318,2025-08-24,2025-08,1230,Inventory - Purchased for Resale,34437.8,0,PO receipt PO-31286,INV,RCV-40276
JE-004319,2025-08-24,2025-08,2050,GR/IR Clearing (Received Not Invoiced),0,34437.8,PO receipt PO-31286,INV,RCV-40276
JE-001904,2025-08-25,2025-08,1100,Accounts Receivable,15233.84,0,Invoice INV-60400,AR,INV-60400
JE-001905,2025-08-25,2025-08,4010,Product Sales - Distributed,0,15233.84,Invoice INV-60400,AR,INV-60400
JE-001906,2025-08-25,2025-08,5000,COGS - Materials,10660.18,0,COGS,AR,INV-60400
JE-001907,2025-08-25,2025-08,1230,Inventory - Purchased for Resale,0,10660.18,Inventory relief,AR,INV-60400
JE-002922,2025-08-25,2025-08,1000,Operating Cash,46063.32,0,Customer payment,AR,KBD-CR00305
JE-002923,2025-08-25,2025-08,1100,Accounts Receivable,0,46063.32,Customer payment,AR,KBD-CR00305
JE-001071,2025-08-26,2025-08,1100,Accounts Receivable,5505.66,0,Invoice INV-60226,AR,INV-60226
JE-001072,2025-08-26,2025-08,4010,Product Sales - Distributed,0,5505.66,Invoice INV-60226,AR,INV-60226
JE-001073,"Aug 26, 2025",2025-08,5000,COGS - Materials,3565.6,0,COGS,AR,INV-60226
JE-001074,2025-08-26,2025-08,1230,Inventory - Purchased for Resale,0,3565.6,Inventory relief,AR,INV-60226
JE-001931,2025-08-26,2025-08,1100,Accounts Receivable,14204.96,0,Invoice INV-60406,AR,INV-60406
JE-001932,2025-08-26,2025-08,4010,Product Sales - Distributed,0,14204.96,Invoice INV-60406,AR,INV-60406
JE-001933,2025-08-26,2025-08,5000,COGS - Materials,9411.35,0,COGS,AR,INV-60406
JE-001934,2025-08-26,2025-08,1230,Inventory - Purchased for Resale,0,9411.35,Inventory relief,AR,INV-60406
JE-002786,2025-08-26,2025-08,1000,Operating Cash,2263.23,0,Customer payment,AR,KBD-CR00237
JE-002787,2025-08-26,2025-08,1100,Accounts Receivable,0,2263.23,Customer payment,AR,KBD-CR00237
JE-002854,2025-08-26,2025-08,1000,Operating Cash,13947.75,0,Customer payment,AR,KBD-CR00271
JE-002855,2025-08-26,2025-08,1100,Accounts Receivable,0,13947.75,Customer payment,AR,KBD-CR00271
JE-004162,2025-08-26,2025-08,1230,Inventory - Purchased for Resale,15631.35,0,PO receipt PO-31202,INV,RCV-40198
JE-004163,2025-08-26,2025-08,2050,GR/IR Clearing (Received Not Invoiced),0,15631.35,PO receipt PO-31202,INV,RCV-40198
JE-000086,2025-08-27,2025-08,1100,Accounts Receivable,3664.64,0,Invoice INV-60019,AR,INV-60019
JE-000087,2025-08-27,2025-08,4010,Product Sales - Distributed,0,3664.64,Invoice INV-60019,AR,INV-60019
JE-000088,2025-08-27,2025-08,5000,COGS - Materials,2631.84,0,COGS,AR,INV-60019
JE-000089,2025-08-27,2025-08,1230,Inventory - Purchased for Resale,0,2631.84,Inventory relief,AR,INV-60019
JE-000244 ,2025-08-27,2025-08,1100,Accounts Receivable,16279.9,0,Invoice INV-60052,AR,INV-60052
JE-000245,2025-08-27,2025-08,4010,Product Sales - Distributed,0,11710.92,Invoice INV-60052,AR,INV-60052
JE-000246,27-Aug-2025,2025-08,4100,Freight Revenue,0,4568.98,Freight billed,AR,INV-60052
JE-000247,2025-08-27,2025-08,5000,COGS - Materials,8833.81,0,COGS,AR,INV-60052
JE-000248 ,08/27/25,2025-08,1230,Inventory - Purchased for Resale,0,8833.81,Inventory relief,AR ,INV-60052
JE-000921,2025-08-27,2025-08,1100,Accounts Receivable,4599.31,0,Invoice INV-60194,AR,INV-60194
JE-000922,2025-08-27,2025-08,4010,Product Sales - Distributed,0,3383.04,Invoice INV-60194,AR,INV-60194
JE-000923,2025-08-27,2025-08,4100,Freight Revenue,0,971.0,Freight billed,AR,INV-60194
JE-000924,2025-08-27,2025-08,2100,Accrued Expenses,0,245.27,Sales tax payable,AR,INV-60194
JE-000925,2025-08-27,2025-08,5000,COGS - Materials,2851.92,0,COGS,AR,INV-60194
JE-000926,08/27/2025,2025-08,1230,Inventory - Purchased for Resale,0,2851.92,Inventory relief,AR,INV-60194
JE-002756,2025-08-27,2025-08,1000,Operating Cash,4366.77,0,Customer payment,AR,KBD-CR00222
JE-002757,08/27/25,2025-08,1100,Accounts Receivable,0,4366.77,Customer payment,AR,KBD-CR00222
JE-002870,2025-08-27,2025-08,1000,Operating Cash,871.42,0,Customer payment,AR,KBD-CR00279
JE-002871,2025-08-27,2025-08,1100,Accounts Receivable,0,871.42,Customer payment,AR,KBD-CR00279
JE-002908,2025-08-27,2025-08,1000,Operating Cash,5526.55,0,Customer payment,AR,KBD-CR00298
JE-002909,2025-08-27,2025-08,1100,Accounts Receivable,0,5526.55,Customer payment,AR,KBD-CR00298
JE-003610,2025-08-27,2025-08,2050,GR/IR Clearing (Received Not Invoiced),31541.23,0,Supplier inv INV1314900,AP,INV1314900
JE-003611,2025-08-27,2025-08,2000,Accounts Payable,0,31541.23,Supplier inv INV1314900,AP,INV1314900
JE-003748,2025-08-27,2025-08,2050,GR/IR Clearing (Received Not Invoiced),5506.5,0,Supplier inv 97807069,AP,97807069
JE-003749,2025-08-27,2025-08,2000,Accounts Payable,0,5506.5,Supplier inv 97807069,AP,97807069
JE-000940,2025-08-28,2025-08,1100,Accounts Receivable,62580.33,0,Invoice INV-60198,AR,INV-60198 
JE-000941,08/28/25,2025-08,4010,Product Sales - Distributed,0,58349.96,Invoice INV-60198,AR,INV-60198
JE-000942,2025-08-28,2025-08,2100,Accrued Expenses,0,4230.37,Sales tax payable,AR,INV-60198
JE-000943,2025-08-28,2025-08,5000,COGS - Materials,36897.78,0,COGS,AR,INV-60198
JE-000944,2025-08-28,2025-08,1230,Inventory - Purchased for Resale,0,36897.78,Inventory relief,AR,INV-60198
JE-003210,08/28/2025,2025-08 ,2050,GR/IR Clearing (Received Not Invoiced),30344.64,0,Supplier inv 95977332,AP,95977332
JE-003211,2025-08-28,2025-08,2000,Accounts Payable ,0,30344.64,Supplier inv 95977332,AP,95977332
JE-000499,2025-08-29,2025-08,1100,Accounts Receivable ,2562.45,0,Invoice INV-60106,AR,INV-60106
JE-000500,2025-08-29,2025-08,4010,Product Sales - Distributed,0,2540.65,Invoice INV-60106,AR,INV-60106
JE-000501,2025-08-29,2025-08,4100,Freight Revenue,0,21.8,Freight billed,AR,INV-60106
JE-000502,2025-08-29,2025-08,5000,COGS - Materials,1571.61,0,COGS,AR,INV-60106
JE-000503,2025-08-29,2025-08,1230,Inventory - Purchased for Resale,0,1571.61,Inventory relief,AR,INV-60106
JE-002548,2025-08-29,2025-08,1000,Operating Cash,17717.14,0,Customer payment,AR,KBD-CR00118
JE-002549,2025-08-29,2025-08,1100,Accounts Receivable,0,17717.14,Customer payment,AR,KBD-CR00118
JE-002818,2025-08-29,2025-08,1000,Operating Cash,3326.5,0,Customer payment,AR,KBD-CR00253
JE-002819,2025-08-29,2025-08,1100,Accounts Receivable,0,3326.5,Customer payment,AR,KBD-CR00253
JE-003980,2025-08-29,2025-08,1230,Inventory - Purchased for Resale,4222.5,0,PO receipt PO-31109 ,INV,RCV-40107
JE-003981,2025-08-29,2025-08,2050,GR/IR Clearing (Received Not Invoiced),0,4222.5,PO receipt PO-31109,INV,RCV-40107
JE-000134,2025-08-30,2025-08,1100,Accounts Receivable,5318.78,0,Invoice INV-60029,AR,INV-60029
JE-000135,2025-08-30,2025-08,4010,Product Sales - Distributed,0,5318.78,Invoice INV-60029,AR,INV-60029
JE-000136 ,2025-08-30,2025-08,5000,COGS - Materials,3456.0,0,COGS,AR,INV-60029
JE-000137,08/30/2025,2025-08 ,1230,Inventory - Purchased for Resale,0,3456.0,Inventory relief,AR,INV-60029
JE-002480,2025-08-30,2025-08,1000,Operating Cash,47797.01,0,Customer payment,AR,KBD-CR00084
JE-002481,2025-08-30,2025-08,1100,Accounts Receivable,0,47797.01,Customer payment,AR,KBD-CR00084
JE-002496,2025-08-30,2025-08,1000,Operating Cash,18.92,0,Customer payment,AR,KBD-CR00092
JE-002497,2025-08-30,2025-08,1100,Accounts Receivable,0,18.92,Customer payment,AR,KBD-CR00092
JE-003040,2025-08-30,2025-08,1000,Operating Cash,10477.23,0,Customer payment,AR,KBD-CR00364
JE-003041,08/30/25 ,2025-08,1100,Accounts Receivable,0,10477.23,Customer payment,AR,KBD-CR00364
JE-003351,2025-08-30,2025-08,2050,GR/IR Clearing (Received Not Invoiced),4303.5,0,Supplier inv 95802295,AP,95802295
JE-003352,2025-08-30,2025-08,5300,Freight In,6.58,0,Freight in,AP,95802295
JE-003353,2025-08-30,2025-08,2000,Accounts Payable,0,4310.08,Supplier inv 95802295,AP,95802295
JE-003736,2025-08-30,2025-08,2050,GR/IR Clearing (Received Not Invoiced),34437.8,0,Supplier inv 6183022,AP,6183022
JE-003737,2025-08-30,2025-08,5300,Freight In,113.47,0,Freight in,AP,6183022
JE-003738,2025-08-30,2025-08,2000,Accounts Payable,0,34551.27,Supplier inv 6183022 ,AP,6183022 
JE-003924,2025-08-30,2025-08,1230,Inventory - Purchased for Resale,11459.2,0,PO receipt PO-31081,INV ,RCV-40079
JE-003925,2025-08-30,2025-08,2050,GR/IR Clearing (Received Not Invoiced),0,11459.2,PO receipt PO-31081,INV,RCV-40079
JE-004030,2025-08-30,2025-08,1230,Inventory - Purchased for Resale,30075.29,0,PO receipt PO-31134,INV,RCV-40132
JE-004031,2025-08-30,2025-08,2050,GR/IR Clearing (Received Not Invoiced),0,30075.29,PO receipt PO-31134,INV,RCV-40132
JE-002648,2025-08-31,2025-08,1000 ,Operating Cash,15790.26,0,Customer payment,AR,KBD-CR00168
JE-002649,2025-08-31,2025-08,1100,Accounts Receivable,0,15790.26,Customer payment,AR,KBD-CR00168
JE-003092,2025-08-31,2025-08,1000,Operating Cash,13827.8,0,Customer payment,AR,KBD-CR00390
JE-003093,2025-08-31,2025-08,1100,Accounts Receivable,0,13827.8,Customer payment,AR,KBD-CR00390
JE-004352,2025-08-31,2025-08,6700,Office & Supplies,1840.46,0,"Iron Mountain Information Management, LLC",AP,KBD-AP00004
JE-004353,2025-08-31,2025-08,2000,Accounts Payable,0,1840.46,"Iron Mountain Information Management, LLC",AP,KBD-AP00004
JE-004386 ,2025-08-31,2025-08,6700,Office & Supplies,2739.32,0,Cintas Corp #472,AP,KBD-AP00021
JE-004387 ,2025-08-31,2025-08,2000,Accounts Payable,0,2739.32,Cintas Corp #472,AP,KBD-AP00021
JE-004404,08/31/2025,2025-08,6700,Office & Supplies,2107.73,0,STAPLES BUS ADV,AP,KBD-AP00030
JE-004405,2025-08-31,2025-08,2000,Accounts Payable,0,2107.73,STAPLES BUS ADV,AP,KBD-AP00030
JE-004420,2025-08-31,2025-08,5300,Freight In ,67.63,0,FEDEX,AP,KBD-AP00038
JE-004421,2025-08-31,2025-08,2000,Accounts Payable,0,67.63,FEDEX,AP ,KBD-AP00038
JE-004444,2025-08-31,2025-08,6300,Rent,14200,0,Allentown Industrial Park LLC,AP,KBD-AP00050
JE-004445,2025-08-31,2025-08,2000,Accounts Payable,0,14200,Allentown Industrial Park LLC,AP,KBD-AP00050
JE-004468,2025-08-31,2025-08,6400,Software Subscriptions,9000.0,0,NetSuite,AP,SW-NETSUI
JE-004469,2025-08-31,2025-08,2000,Accounts Payable,0,9000.0,NetSuite,AP,SW-NETSUI
JE-004492,2025-08-31,2025-08,6400,Software Subscriptions,1725.0,0,Autodesk Inventor,AP,SW-AUTODE
JE-004493,2025-08-31,2025-08,2000,Accounts Payable,0,1725.0,Autodesk Inventor,AP,SW-AUTODE
JE-004516,2025-08-31,2025-08,6400,Software Subscriptions,400.0,0,uniPoint QMS,AP,SW-UNIPOI
JE-004517,2025-08-31,2025-08,2000,Accounts Payable,0,400.0,uniPoint QMS,AP,SW-UNIPOI
JE-004540,2025-08-31,2025-08,6400,Software Subscriptions,787.5,0,Microsoft 365 Business Standard,AP,SW-MICROS
JE-004541,2025-08-31,2025-08,2000,Accounts Payable,0,787.5,Microsoft 365 Business Standard,AP,SW-MICROS
JE-004564,2025-08-31,2025-08,6400,Software Subscriptions,1980.0,0,Paycom,AP,SW-PAYCOM
JE-004565,2025-08-31,2025-08,2000,Accounts Payable,0,1980.0,Paycom,AP,SW-PAYCOM
JE-004588,2025-08-31,2025-08,6400,Software Subscriptions,1200.0,0,ShipStation,AP,SW-SHIPST
JE-004589,2025-08-31,2025-08,2000,Accounts Payable,0,1200.0,ShipStation,AP,SW-SHIPST
JE-004612,2025-08-31,2025-08,6400,Software Subscriptions,720.0,0,HubSpot Sales Hub,AP,SW-HUBSPO
JE-004613,08/31/25,2025-08,2000,Accounts Payable,0,720.0,HubSpot Sales Hub,AP,SW-HUBSPO
JE-004636,2025-08-31,2025-08,6400,Software Subscriptions,567.0,0,Expensify,AP,SW-EXPENS
JE-004637,"Aug 31, 2025",2025-08,2000,Accounts Payable,0,567.0,Expensify,AP,SW-EXPENS
JE-004660,08/31/25,2025-08,6400,Software Subscriptions,880.0,0,Dropbox Business,AP,SW-DROPBO
JE-004661,2025-08-31,2025-08,2000,Accounts Payable,0,880.0,Dropbox Business,AP,SW-DROPBO
JE-004684,2025-08-31,2025-08,6400,Software Subscriptions,630.0,0,Zoom Workplace,AP,SW-ZOOMW
JE-004685,2025-08-31,2025-08,2000,Accounts Payable,0,630.0,Zoom Workplace,AP,SW-ZOOMW
JE-004708,2025-08-31,2025-08,6400,Software Subscriptions,392.0,0,8x8 Work,AP,SW-8X8WO
JE-004709,2025-08-31,2025-08,2000,Accounts Payable,0,392.0,8x8 Work,AP,SW-8X8WO
JE-004732,"Aug 31, 2025",2025-08,6000 ,Salaries & Wages,347350.66,0,Monthly payroll,PR,PR-202508
JE-004733,31-Aug-2025,2025-08,2300,Payroll Liabilities,0,347350.66,Monthly payroll,PR,PR-202508
JE-002289,2025-09-01,2025-09,1100,Accounts Receivable,550.5,0,Invoice INV-60483,AR,INV-60483
JE-002290,2025-09-01,2025-09,4010,Product Sales - Distributed,0,550.5,Invoice INV-60483,AR,INV-60483
JE-002291,2025-09-01,2025-09,5000,COGS - Materials,327.39,0,COGS,AR,INV-60483
JE-002292,2025-09-01,2025-09,1230,Inventory - Purchased for Resale,0,327.39,Inventory relief ,AR,INV-60483
JE-002788,2025-09-01,2025-09,1000,Operating Cash,5837.57,0,Customer payment,AR,KBD-CR00238
JE-002789,2025-09-01,2025-09,1100,Accounts Receivable,0,5837.57,Customer payment,AR,KBD-CR00238
JE-003558,2025-09-01,2025-09,2050,GR/IR Clearing (Received Not Invoiced),15631.35,0,Supplier inv 1789786,AP,1789786
JE-003559,2025-09-01,2025-09,2000,Accounts Payable,0,15631.35,Supplier inv 1789786,AP,1789786
JE-002492,09/02/2025,2025-09,1000,Operating Cash,35134.07,0,Customer payment,AR,KBD-CR00090
JE-002493,2025-09-02,2025-09,1100,Accounts Receivable,0,35134.07,Customer payment,AR,KBD-CR00090
JE-002992,09/02/2025,2025-09,1000,Operating Cash,9852.36,0,Customer payment,AR,KBD-CR00340
JE-002993,09/02/2025,2025-09,1100,Accounts Receivable,0,9852.36,Customer payment,AR,KBD-CR00340
JE-003287,09/02/2025,2025-09,2050,GR/IR Clearing (Received Not Invoiced),11252.1,0,Supplier inv SI6624399,AP,SI6624399
JE-003288,2025-09-02,2025-09,2000,Accounts Payable,0,11252.1,Supplier inv SI6624399,AP,SI6624399
JE-003541,2025-09-02,2025-09,2050,GR/IR Clearing (Received Not Invoiced),358371.85,0,Supplier inv INV3621013,AP,INV3621013
JE-003542,2025-09-02,2025-09,2000,Accounts Payable,0,358371.85,Supplier inv INV3621013,AP,INV3621013
JE-003928,"Sep 02, 2025",2025-09,1230,Inventory - Purchased for Resale,414182.42,0,PO receipt PO-31083,INV,RCV-40081
JE-003929,2025-09-02,2025-09,2050,GR/IR Clearing (Received Not Invoiced),0,414182.42,PO receipt PO-31083 ,INV,RCV-40081
JE-004146,2025-09-02,2025-09 ,1230,Inventory - Purchased for Resale,344631.85,0,PO receipt PO-31194,INV,RCV-40190
JE-004147,2025-09-02,2025-09,2050,GR/IR Clearing (Received Not Invoiced),0,344631.85,PO receipt PO-31194,INV,RCV-40190
JE-004252,2025-09-02,2025-09,1230,Inventory - Purchased for Resale,156259.49,0,PO receipt PO-31251,INV,RCV-40243
JE-004253,2025-09-02,2025-09,2050,GR/IR Clearing (Received Not Invoiced),0,156259.49,PO receipt PO-31251,INV,RCV-40243
JE-004284,2025-09-02,2025-09,1230,Inventory - Purchased for Resale,2463.6,0,PO receipt PO-31268,INV,RCV-40259
JE-004285,2025-09-02,2025-09,2050,GR/IR Clearing (Received Not Invoiced),0,2463.6,PO receipt PO-31268,INV,RCV-40259
JE-002566,2025-09-03,2025-09,1000,Operating Cash,29812.94,0,Customer payment,AR,KBD-CR00127 
JE-002567,2025-09-03 ,2025-09,1100,Accounts Receivable,0,29812.94,Customer payment,AR,KBD-CR00127
JE-002796,2025-09-03,2025-09,1000,Operating Cash,29864.91,0,Customer payment ,AR,KBD-CR00242
JE-002797,2025-09-03,2025-09,1100,Accounts Receivable ,0,29864.91,Customer payment,AR,KBD-CR00242
JE-002834,2025-09-03,2025-09,1000,Operating Cash,7045.51,0,Customer payment,AR,KBD-CR00261
JE-002835,2025-09-03,2025-09,1100,Accounts Receivable,0,7045.51,Customer payment,AR,KBD-CR00261
JE-000014,2025-09-04,2025-09,1100,Accounts Receivable,12346.24,0,Invoice INV-60004,AR,INV-60004
JE-000015,2025-09-04,2025-09,4010,Product Sales - Distributed,0,11511.65,Invoice INV-60004,AR,INV-60004
JE-000016,2025-09-04,2025-09,2100,Accrued Expenses,0,834.59,Sales tax payable,AR,INV-60004
JE-000017,2025-09-04,2025-09,5000,COGS - Materials,7337.9,0,COGS,AR,INV-60004
JE-000018,2025-09-04,2025-09,1230,Inventory - Purchased for Resale,0,7337.9,Inventory relief,AR,INV-60004
JE-001362,2025-09-04,2025-09,1100,Accounts Receivable,50132.23,0,Invoice INV-60287,AR,INV-60287
JE-001363,2025-09-04,2025-09,4010,Product Sales - Distributed,0,48671.48,Invoice INV-60287,AR,INV-60287
JE-001364,2025-09-04,2025-09,4100,Freight Revenue,0,1460.75,Freight billed,AR,INV-60287
JE-001365,09/04/2025 ,2025-09,5000,COGS - Materials,32534.2,0,COGS,AR,INV-60287
JE-001366,"Sep 04, 2025",2025-09,1230,Inventory - Purchased for Resale,0,32534.2,Inventory relief,AR,INV-60287
JE-001827,2025-09-04,2025-09,1100,Accounts Receivable,10197.02,0,Invoice INV-60384,AR,INV-60384
JE-001828,2025-09-04,2025-09,4010,Product Sales - Distributed,0,7557.45,Invoice INV-60384,AR,INV-60384
JE-001829,2025-09-04,2025-09,4100,Freight Revenue,0,2639.57,Freight billed ,AR,INV-60384
JE-001830,2025-09-04,2025-09,5000,COGS - Materials,4892.53,0,COGS,AR,INV-60384
JE-001831,2025-09-04,2025-09,1230,Inventory - Purchased for Resale,0,4892.53,Inventory relief,AR,INV-60384
JE-002200,2025-09-04,2025-09,1100,Accounts Receivable,11619.67,0,Invoice INV-60464,AR,INV-60464
JE-002201,2025-09-04,2025-09,4010,Product Sales - Distributed,0,11273.96,Invoice INV-60464,AR,INV-60464
JE-002202,2025-09-04,2025-09,4100,Freight Revenue,0,345.71,Freight billed,AR,INV-60464
JE-002203,2025-09-04,2025-09,5000,COGS - Materials,8213.5,0,COGS,AR,INV-60464
JE-002204,2025-09-04,2025-09,1230,Inventory - Purchased for Resale,0,8213.5,Inventory relief,AR,INV-60464
JE-003292,09/04/25,2025-09,2050,GR/IR Clearing (Received Not Invoiced),414182.42,0,Supplier inv SI3304553,AP,SI3304553
JE-003293,2025-09-04,2025-09,2000,Accounts Payable,0,414182.42,Supplier inv SI3304553,AP,SI3304553
JE-001154,2025-09-05,2025-09,1100,Accounts Receivable,14298.03,0,Invoice INV-60244,AR,INV-60244
JE-001155,2025-09-05,2025-09,4010,Product Sales - Distributed,0,12987.09,Invoice INV-60244 ,AR,INV-60244
JE-001156,2025-09-05,2025-09,4100,Freight Revenue,0,1310.94,Freight billed,AR,INV-60244
JE-001157,2025-09-05,2025-09,5000,COGS - Materials,10338.59,0,COGS,AR,INV-60244
JE-001158,09/05/25,2025-09,1230,Inventory - Purchased for Resale,0,10338.59,Inventory relief,AR,INV-60244
JE-002476,05-Sep-2025,2025-09,1000,Operating Cash,40817.73,0,Customer payment,AR,KBD-CR00082
JE-002477,2025-09-05,2025-09,1100,Accounts Receivable,0,40817.73,Customer payment,AR,KBD-CR00082
JE-002552,2025-09-05,2025-09,1000,Operating Cash,37939.69,0,Customer payment,AR,KBD-CR00120
JE-002553,2025-09-05,2025-09,1100,Accounts Receivable,0,37939.69,Customer payment,AR,KBD-CR00120
JE-003874,2025-09-05,2025-09,1230,Inventory - Purchased for Resale,441.45,0,PO receipt PO-31055,INV ,RCV-40054
JE-003875,"Sep 05, 2025 ",2025-09,2050,GR/IR Clearing (Received Not Invoiced),0,441.45,PO receipt PO-31055,INV,RCV-40054
JE-003944,2025-09-05,2025-09,1230,Inventory - Purchased for Resale,365280.68,0,PO receipt PO-31091,INV,RCV-40089
JE-003945,2025-09-05,2025-09,2050,GR/IR Clearing (Received Not Invoiced),0,365280.68,PO receipt PO-31091,INV,RCV-40089
JE-004224,2025-09-05,2025-09,1230,Inventory - Purchased for Resale,5132.5,0,PO receipt PO-31236,INV,RCV-40229
JE-004225,2025-09-05,2025-09,2050,GR/IR Clearing (Received Not Invoiced),0,5132.5,PO receipt PO-31236,INV,RCV-40229
JE-002800,"Sep 06, 2025",2025-09,1000,Operating Cash,32301.97,0,Customer payment,AR,KBD-CR00244
JE-002801,2025-09-06,2025-09,1100,Accounts Receivable,0,32301.97,Customer payment,AR,KBD-CR00244
JE-002960,2025-09-06,2025-09,1000,Operating Cash,290.98,0,Customer payment,AR,KBD-CR00324
JE-002961,"Sep 06, 2025",2025-09,1100,Accounts Receivable,0,290.98,Customer payment,AR,KBD-CR00324
JE-003231,2025-09-06,2025-09,2050,GR/IR Clearing (Received Not Invoiced),441.45,0,Supplier inv 1684698,AP,1684698
JE-003232,2025-09-06,2025-09,2000,Accounts Payable,0,441.45,Supplier inv 1684698,AP,1684698
JE-003408,2025-09-06,2025-09,2050,GR/IR Clearing (Received Not Invoiced),30075.29,0,Supplier inv INV5365710,AP,INV5365710
JE-003409,2025-09-06,2025-09,2000,Accounts Payable,0,30075.29,Supplier inv INV5365710,AP,INV5365710
JE-004032,2025-09-06,2025-09,1230,Inventory - Purchased for Resale,49949.2,0,PO receipt PO-31135,INV,RCV-40133
JE-004033,2025-09-06,2025-09,2050,GR/IR Clearing (Received Not Invoiced),0,49949.2,PO receipt PO-31135,INV,RCV-40133
JE-002252,2025-09-07,2025-09,1100,Accounts Receivable,3799.51,0,Invoice INV-60475,AR,INV-60475
JE-002253,09/07/25,2025-09,4010,Product Sales - Distributed,0,3799.51,Invoice INV-60475,AR,INV-60475
JE-002254,2025-09-07,2025-09,5000,COGS - Materials,2491.49,0,COGS,AR,INV-60475
JE-002255,2025-09-07,2025-09,1230,Inventory - Purchased for Resale,0,2491.49,Inventory relief,AR,INV-60475
JE-002346,2025-09-07,2025-09,1000,Operating Cash,24841.06,0,Customer payment,AR,KBD-CR00017
JE-002347,2025-09-07,2025-09,1100,Accounts Receivable,0,24841.06,Customer payment,AR,KBD-CR00017
